PAID,MONTH,N_SUBSCRIPTIONS,PRICE,PHONE_NUMBER,DAYS_FROM_PROMO,BOOKS_PAID,N_TRANSACTIONS,N_ITEMS,MAIL,SUBSCR_CANC,MARGIN,DAYS_BETWEEN_TRANSACTIONS,POINT_OF_SALE_BO,POINT_OF_SALE_MI,POINT_OF_SALE_RM,PAYMENT_TYPE_Card,PAYMENT_TYPE_Cash,PAYMENT_TYPE_Coupon,FAV_GENRE_Shojo,FAV_GENRE_Shonen,AGE_<10–14,AGE_15–21,AGE_22–30+,PROP_CONBINI_Alto,PROP_CONBINI_Basso,PROP_CONBINI_Medio
1.0,10,2,13.0,0,4,3,3,2,0,0,28.4309230146862,360,True,False,False,True,False,False,False,True,True,False,False,True,False,False
1.0,9,1,18.4,0,3,1,1,2,0,0,8.300277456566064,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,3,1,5.6,1,13,20,7,1,1,0,283.87707956117407,256,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1.0,7,1,7.23,0,1,1,1,3,0,1,10.756083295235925,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,6,0,11.0,0,1,1,1,1,0,0,9.910790672707854,0,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,6,1,12.9,0,27,6,2,2,0,1,65.90715317161445,139,False,False,True,True,False,False,True,False,False,True,False,True,False,False
1.0,7,2,14.22,0,25,5,2,4,1,0,37.799030490705626,313,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,9,0,9.5,0,8,2,2,1,0,0,20.733120110464824,217,True,False,False,False,False,True,False,True,False,False,True,False,True,False
1.0,7,0,7.23,0,25,1,1,3,0,0,6.478117468741566,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,6,0,9.5,0,27,5,4,2,0,0,46.50316400113472,269,True,False,False,False,True,False,False,True,True,False,False,True,False,False
1.0,10,1,9.0,0,4,2,1,2,0,0,20.524079335539767,0,False,True,False,False,False,True,False,True,True,False,False,False,True,False
1.0,6,0,9.0,0,1,2,1,2,0,0,20.985204482392206,0,False,True,False,False,True,False,False,True,True,False,False,True,False,False
1.0,10,2,14.0,0,15,8,2,5,0,2,76.95972590423703,200,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,1,0,9.4,0,1,1,1,1,0,0,10.833097110130147,0,True,False,False,True,False,False,True,False,True,False,False,False,True,False
1.0,6,2,12.19,0,13,3,1,2,0,2,42.26282644920144,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
0.0,3,0,19.3,0,3,6,2,4,0,0,50.855949009057696,137,False,False,True,True,False,False,False,True,False,False,True,False,False,True
1.0,9,1,8.56,0,4,3,1,2,0,0,36.11500620067906,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,8,2,13.5,1,15,3,1,5,1,0,28.841448930435448,82,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,10,0,12.0,0,17,5,5,2,0,0,50.18525124860123,340,True,False,False,False,True,False,False,True,True,False,False,True,False,False
1.0,5,0,6.5,0,30,341,341,1,0,0,3923.198692813464,1451,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1.0,4,2,11.96,0,30,1,1,5,0,2,11.822010283163607,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,1,1,7.83,0,26,3,1,4,0,0,28.841448930435448,18,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,7,2,9.31,0,25,3,1,3,0,0,28.841448930435448,264,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,6,0,9.5,0,12,1,1,1,0,0,8.92458923423397,0,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,1,0,8.36,0,8,3,1,4,0,0,28.841448930435448,69,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,4,1,12.18,0,29,2,1,3,0,0,20.36904961241177,0,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,1,0,5.79,0,24,2,1,4,0,0,24.45862467748909,0,True,False,False,True,False,False,True,False,True,False,False,True,False,False
0.0,3,1,8.2,0,24,1,1,3,0,0,10.526325474055326,0,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1.0,8,1,11.19,0,6,3,1,3,0,1,39.58159942337075,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True
0.0,7,0,15.03,0,9,3,1,3,0,0,28.841448930435448,197,True,False,False,True,False,False,False,True,True,False,False,False,True,False
0.0,8,0,15.03,0,21,1,1,4,0,0,11.719039668012385,0,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,6,0,10.0,0,16,2,2,3,0,0,20.381014727584443,91,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,3,1,10.71,0,29,5,2,3,0,0,49.46367536254166,199,True,False,False,True,False,False,True,False,True,False,False,False,False,True
1.0,5,0,12.9,0,1,3,1,4,0,0,28.841448930435448,148,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,8,0,9.64,0,5,3,1,3,0,0,28.841448930435448,230,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,4,0,8.0,0,30,6,3,5,0,0,51.12404944226822,234,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,1,0,7.1,0,4,2,1,2,0,0,22.642060518905552,0,False,True,False,False,True,False,False,True,False,False,True,True,False,False
1.0,4,1,10.08,0,28,3,2,4,0,0,27.359281304625547,152,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1.0,6,0,12.0,0,17,3,1,2,0,0,28.841448930435448,288,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,7,0,8.25,0,3,3,1,3,0,0,40.424081984022,0,False,True,False,False,True,False,False,True,True,False,False,False,False,True
1.0,7,2,14.22,0,30,8,2,3,0,2,83.68283958929814,141,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,10,0,9.5,0,17,3,1,1,0,0,28.841448930435448,179,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,10,3,13.23,0,12,3,2,2,1,3,42.44375033143092,232,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,9,2,11.7,0,1,3,1,4,0,0,28.841448930435448,46,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,3,2,12.33,0,1,3,1,4,0,0,28.841448930435448,71,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,10,2,9.0,0,28,3,1,2,0,1,33.34878361290947,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,10,0,12.0,0,31,3,3,1,0,0,24.923950202933,147,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,6,0,10.7,0,27,2,1,2,0,0,17.45607687584701,0,True,False,False,True,False,False,True,False,True,False,False,False,True,False
1.0,9,2,15.21,0,1,3,1,4,0,2,38.5551121571744,0,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,5,1,11.15,0,25,1,1,2,0,1,10.89541646386862,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
1.0,7,1,13.77,0,4,3,1,4,0,0,28.841448930435448,36,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,9,1,13.23,0,18,2,1,4,0,0,21.857477185752458,0,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,8,1,12.76,0,29,3,1,3,0,0,28.841448930435448,101,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,5,0,8.0,0,31,3,1,2,0,0,28.841448930435448,17,False,False,True,False,True,False,False,True,False,True,False,False,True,False
0.0,6,1,11.5,0,21,1,1,2,0,0,11.691798261605271,0,True,False,False,False,True,False,True,False,False,True,False,False,True,False
1.0,7,1,9.64,0,29,1,1,3,0,0,11.316957115644698,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True
1.0,5,2,18.61,0,31,1,1,3,0,0,11.740698888843404,0,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,5,0,12.9,0,4,3,1,3,0,0,28.841448930435448,82,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,7,0,6.5,0,23,3,3,1,0,0,33.2179665505165,138,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1.0,9,2,8.9,0,4,3,1,3,0,0,28.841448930435448,43,True,False,False,True,False,False,True,False,False,False,True,True,False,False
1.0,1,0,9.31,0,15,3,1,4,0,0,31.884781489300696,0,False,True,False,True,False,False,False,True,False,True,False,False,False,True
1.0,10,2,12.77,0,10,2,1,2,0,3,21.294791363972692,0,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,4,0,12.27,0,1,3,2,3,0,0,31.28731816044569,176,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,10,1,10.64,0,29,1,1,5,0,1,6.326050301350449,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,3,1,10.92,0,31,2,1,2,0,1,14.861971288438262,0,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,6,0,12.0,0,28,8,5,2,0,0,83.58498187022545,66,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,1,1,9.31,0,20,5,2,3,0,0,32.13385573620064,237,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,5,1,11.73,0,29,5,2,4,0,0,49.84580032938321,140,True,False,False,True,False,False,False,True,False,False,True,True,False,False
1.0,9,4,15.57,0,8,3,2,3,0,0,35.081998219145284,261,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,4,1,8.9,0,17,8,4,2,0,3,97.52751115937812,330,False,True,False,True,False,False,True,False,False,False,True,False,True,False
1.0,1,0,7.17,0,4,3,1,2,0,0,28.841448930435448,17,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,1,0,6.5,0,17,3,1,3,0,0,36.58970585964713,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False
1.0,3,0,8.81,1,10,17,6,2,1,0,220.254944504741,406,False,True,False,False,False,True,False,True,False,True,False,True,False,False
1.0,3,0,6.5,1,24,3,1,2,1,0,28.841448930435448,29,True,False,False,False,True,False,False,True,True,False,False,True,False,False
1.0,6,0,12.0,0,23,8,5,2,0,0,80.89189529778903,280,False,False,True,False,True,False,False,True,False,False,True,True,False,False
1.0,1,0,7.16,0,16,3,1,4,0,0,28.841448930435448,63,True,False,False,True,False,False,False,True,True,False,False,True,False,False
1.0,6,3,17.73,1,10,3,2,4,1,0,33.86923202435446,222,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,4,0,7.0,0,6,5,2,3,0,0,63.53591005203968,204,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,8,0,7.23,0,8,2,1,3,0,1,8.177998053582172,0,False,False,True,False,True,False,False,True,False,True,False,False,False,True
1.0,7,3,11.37,0,18,3,1,4,0,1,26.93077947235696,0,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,3,0,10.77,0,8,3,1,2,0,0,28.841448930435448,75,False,False,True,True,False,False,True,False,False,True,False,False,True,False
1.0,1,1,0.5999999999999996,0,1,1,1,3,0,0,8.911064556571688,0,False,False,True,True,False,False,False,True,False,False,True,False,False,True
1.0,1,0,9.7,0,19,1,1,1,0,0,11.867492886681319,0,True,False,False,False,False,True,False,True,True,False,False,False,True,False
1.0,9,1,16.84,0,5,3,1,3,0,0,28.841448930435448,226,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,3,0,5.6,0,8,3,1,1,0,0,28.841448930435448,32,False,True,False,False,True,False,False,True,False,False,True,False,True,False
0.0,9,0,12.69,0,26,5,2,2,0,0,45.01579948309391,205,False,False,True,True,False,False,False,True,True,False,False,False,True,False
1.0,7,2,8.56,0,30,1,1,2,0,1,8.101888046834986,0,False,False,True,True,False,False,True,False,True,False,False,False,True,False
1.0,10,2,16.11,0,28,1,1,2,0,0,9.89994295718735,0,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,5,1,11.21,0,18,3,1,4,0,0,28.841448930435448,150,False,True,False,True,False,False,False,True,False,False,True,True,False,False
1.0,10,2,13.5,0,11,5,2,3,0,2,61.48658715712829,173,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,8,1,12.9,0,12,3,1,6,0,0,28.841448930435448,204,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,1,0,7.62,0,30,1,1,1,0,0,13.722404449365904,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,5,1,13.74,0,4,3,1,3,0,0,28.841448930435448,450,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,8,0,12.6,0,30,1,1,3,0,0,11.570997133727147,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True
1.0,3,1,11.18,0,22,1,1,4,0,3,9.98718405708017,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,1,0,8.1,0,28,3,1,2,0,0,35.49295084170676,0,True,False,False,True,False,False,True,False,False,False,True,False,True,False
0.0,7,0,11.43,0,12,3,1,2,0,0,28.841448930435448,421,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,8,0,7.23,0,27,3,1,2,0,0,25.418243789309905,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,10,0,12.9,0,1,3,1,4,0,0,28.841448930435448,82,True,False,False,True,False,False,False,True,False,False,True,True,False,False
1.0,7,2,10.53,0,29,3,1,4,0,0,28.841448930435448,2,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,8,1,8.49,0,30,3,1,5,0,0,28.841448930435448,237,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,5,0,7.299999999999999,0,12,2,1,2,1,0,22.9035983977914,0,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,10,0,8.0,0,30,1,1,3,0,0,10.583506641408121,0,False,False,True,False,True,False,False,True,False,True,False,True,False,False
1.0,5,1,8.08,0,30,3,1,2,0,0,43.25670298570279,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,7,0,9.99,0,31,1,1,1,0,0,9.712822427399274,0,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,3,0,8.9,0,25,1,1,1,0,0,10.581391293042131,0,False,False,True,False,False,True,False,True,True,False,False,False,True,False
1.0,5,1,11.61,0,15,3,1,4,0,0,28.841448930435448,251,False,False,True,True,False,False,True,False,False,True,False,True,False,False
1.0,8,1,15.41,0,29,6,2,2,0,0,75.95869053850068,243,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,6,0,12.0,0,3,1,1,3,0,0,7.312927163160722,0,False,True,False,False,True,False,False,True,False,True,False,True,False,False
1.0,1,0,9.31,0,21,3,2,3,0,0,42.85989062315356,44,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,6,1,9.7,0,19,3,1,3,0,0,28.841448930435448,167,True,False,False,True,False,False,True,False,False,True,False,False,False,True
1.0,5,0,8.18,0,29,6,2,3,0,0,56.28709055350485,345,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,8,2,8.08,0,25,6,2,2,0,1,60.63451246950767,106,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,5,0,16.0,0,31,5,2,4,0,0,51.5768031717944,144,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,9,0,7.8,0,10,1,1,2,0,0,5.507272031014445,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
0.0,9,0,12.33,0,29,8,3,2,0,0,59.94042947401913,130,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,1,0,7.5,0,30,1,1,5,0,0,9.391751015959976,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,8,1,8.5,0,29,3,1,2,0,0,28.841448930435448,202,False,False,True,False,True,False,False,True,False,True,False,False,True,False
1.0,8,1,20.11,0,30,5,1,4,0,0,57.89511400931556,0,False,False,True,True,False,False,False,True,True,False,False,False,True,False
1.0,9,1,19.4,0,26,3,1,2,0,0,34.52618253397661,0,False,False,True,True,False,False,False,True,True,False,False,False,True,False
1.0,6,1,15.73,0,19,1,1,2,0,0,7.62504848617877,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,4,2,15.6,1,1,3,1,4,1,0,28.841448930435448,185,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,1,0,6.6,0,27,4,3,3,0,0,47.04969913115115,235,False,False,True,False,False,True,False,True,False,True,False,True,False,False
1.0,1,0,8.0,0,22,3,1,1,0,0,28.841448930435448,158,False,True,False,False,True,False,False,True,False,True,False,False,True,False
1.0,8,0,10.0,0,25,6,2,3,0,0,69.41309114455767,227,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.0,1,0,6.75,0,3,1,1,2,0,0,9.10190296221753,0,True,False,False,True,False,False,True,False,True,False,False,False,True,False
1.0,6,0,9.5,0,1,3,1,3,0,0,28.841448930435448,332,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,1,0,10.9,0,14,5,2,4,0,0,44.11641455586556,323,False,True,False,True,False,False,False,True,False,True,False,False,False,True
1.0,9,2,8.9,0,5,3,1,2,0,0,28.841448930435448,70,False,True,False,True,False,False,True,False,False,False,True,False,True,False
1.0,7,2,14.45,0,12,6,3,2,0,2,62.99943335398752,210,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,10,0,11.0,0,17,3,2,1,0,0,34.15137668687869,147,False,False,True,False,False,True,False,True,True,False,False,False,True,False
1.0,6,1,14.1,0,24,3,1,2,0,0,28.841448930435448,306,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,3,1,9.95,0,14,2,2,3,0,0,16.571882063560935,145,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,7,1,11.43,0,28,4,2,3,0,0,46.722919761052765,117,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,10,1,8.05,0,4,1,1,2,0,0,9.950263283116712,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False
1.0,4,1,9.64,0,24,2,1,2,0,1,26.929932138389525,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,9,1,24.85,0,10,3,1,6,0,0,35.80486311538804,0,False,False,True,True,False,False,False,True,True,False,False,False,False,True
1.0,7,0,10.53,0,4,5,2,3,0,0,44.48713539391405,236,False,True,False,True,False,False,False,True,False,False,True,False,False,True
0.0,1,0,6.1,0,28,3,1,6,0,0,28.841448930435448,69,True,False,False,False,True,False,False,True,True,False,False,True,False,False
1.0,3,0,8.9,0,28,3,2,3,0,0,35.27499920820817,124,True,False,False,False,False,True,False,True,False,True,False,True,False,False
1.0,10,2,8.95,0,28,3,1,3,0,0,28.841448930435448,139,True,False,False,True,False,False,False,True,False,False,True,False,False,True
0.0,5,0,12.69,0,1,2,2,3,0,0,18.444651441691484,99,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,10,1,9.1,0,12,3,1,2,0,0,28.841448930435448,189,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,6,1,6.5,0,10,46,21,2,0,1,440.81218495710056,708,True,False,False,False,False,True,False,True,False,True,False,True,False,False
1.0,6,0,9.64,0,3,1,1,3,0,0,9.760848059484445,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,4,1,13.6,0,21,3,1,2,0,0,28.841448930435448,19,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1.0,1,1,7.2,0,4,1,1,3,0,0,10.441225652454591,0,False,True,False,True,False,False,True,False,True,False,False,False,False,True
1.0,1,0,9.31,0,26,4,3,3,0,0,49.24828852322829,234,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,4,0,10.4,0,15,1,1,2,0,0,11.183372573749516,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,9,3,9.81,0,4,3,1,2,0,0,30.700509357888095,0,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,4,1,8.25,0,1,3,1,2,0,0,34.025476940748284,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,6,1,11.07,1,28,1,1,4,1,0,9.502876324746062,0,True,False,False,True,False,False,False,True,False,False,True,True,False,False
1.0,3,0,6.0,0,15,5,2,4,1,0,41.58127815706389,178,True,False,False,False,True,False,False,True,True,False,False,True,False,False
1.0,1,0,8.1,0,27,3,1,2,0,0,28.841448930435448,473,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1.0,10,1,9.9,0,28,6,3,1,0,0,87.04613145022836,257,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1.0,10,0,9.5,0,20,14,9,1,0,0,131.62917878844402,385,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1.0,8,0,9.69,0,12,8,2,3,0,0,76.77499239081172,198,False,True,False,False,True,False,False,True,False,True,False,False,True,False
1.0,6,1,9.1,0,3,3,1,3,0,0,28.841448930435448,190,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,8,0,11.16,0,26,3,1,5,0,0,28.935704008996204,0,False,False,True,False,True,False,False,True,False,True,False,False,False,True
1.0,5,0,13.0,0,30,4,4,2,0,0,30.54737516124495,184,True,False,False,False,False,True,False,True,False,True,False,True,False,False
1.0,4,0,10.4,0,8,6,2,3,0,0,55.91851757019641,142,True,False,False,False,True,False,False,True,True,False,False,False,False,True
1.0,8,1,14.49,0,3,3,1,3,0,0,28.841448930435448,335,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,6,2,11.61,0,15,3,1,3,0,0,23.153057051944643,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True
1.0,5,2,10.52,0,30,3,1,4,1,0,40.80117811014557,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True
0.0,3,0,11.25,0,24,8,4,1,0,0,86.72118551879282,147,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,5,0,16.0,0,29,3,1,4,0,0,28.841448930435448,73,False,False,True,False,True,False,True,False,False,True,False,True,False,False
1.0,10,1,12.9,0,30,1,1,3,0,0,5.128663801239476,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,9,0,12.97,0,8,3,1,5,0,0,28.841448930435448,7,True,False,False,True,False,False,False,True,True,False,False,True,False,False
1.0,1,1,6.66,0,6,3,1,1,0,0,28.841448930435448,516,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,3,1,5.66,0,1,3,2,2,0,0,39.68632465915038,121,False,True,False,True,False,False,False,True,True,False,False,False,True,False
1.0,4,0,9.6,0,1,2,1,2,0,0,14.131988204392684,0,False,False,True,False,True,False,False,True,False,True,False,False,True,False
1.0,3,1,6.6,0,18,233,93,3,0,0,2883.5270089157784,1332,False,True,False,False,False,True,False,True,True,False,False,True,False,False
1.0,4,0,12.55,0,1,2,1,3,0,0,19.129619835562423,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,1,0,8.0,0,3,3,2,1,0,0,25.794819476630977,76,True,False,False,False,False,True,False,True,True,False,False,False,True,False
0.0,6,0,12.0,0,28,2,1,3,0,0,26.455286255873034,0,False,False,True,False,True,False,False,True,False,True,False,False,False,True
1.0,8,2,17.0,0,4,3,2,3,0,2,21.81919107079716,120,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,4,1,6.59,0,30,2,1,3,0,0,19.756308543877722,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True
