N_SUBSCRIPTIONS,PRICE,DAYS_FROM_PROMO,N_TRANSACTIONS,N_ITEMS,SUBSCR_CANC,MARGIN,MONTH,DAYS_BETWEEN_TRANSACTIONS,PAYMENT_TYPE_Coupon,POINT_OF_SALE_MI,PHONE_NUMBER,MAIL,AGE_22–30+,PROP_CONBINI_Medio,POINT_OF_SALE_BO,AGE_15–21,PROP_CONBINI_Alto,PAYMENT_TYPE_Card,PAID
2,17.73,25,0.6931471805599453,3,0,2.440981420483835,8,0,False,False,0,0,False,False,True,False,False,True,1
1,6.75,25,0.6931471805599453,2,0,3.3958983308067054,8,140,False,False,0,0,True,False,True,False,False,False,1
1,8.9,3,1.3862943611198906,2,0,4.287447232467972,4,342,False,False,0,0,False,False,True,True,False,True,1
1,15.1,21,2.0794415416798357,3,0,4.167478500364551,8,276,False,False,0,0,False,True,True,True,False,True,1
1,13.0,1,0.6931471805599453,3,0,3.3958983308067054,3,80,False,False,1,1,False,True,True,False,False,True,1
0,9.5,11,0.6931471805599453,2,0,3.3958983308067054,4,0,True,True,0,0,False,False,False,True,True,False,1
1,23.1,1,0.6931471805599453,5,1,3.2800858860563724,8,0,False,True,0,0,False,True,False,False,False,True,0
1,10.6,1,0.6931471805599453,4,0,3.1212787275783924,1,0,False,False,0,0,False,False,True,True,True,True,1
2,7.01,6,1.0986122886681096,3,0,3.448731226036101,8,129,False,False,0,0,False,True,True,True,False,True,1
1,6.7,29,3.295836866004329,1,1,5.300508013228032,3,782,True,False,1,1,True,False,True,False,False,False,1
0,8.08,8,0.6931471805599453,2,0,3.642500661962737,9,0,False,False,0,0,False,False,True,True,False,False,1
2,13.0,4,1.3862943611198906,2,0,3.3820459248078083,10,360,False,False,0,0,False,False,True,False,True,True,1
1,18.4,3,0.6931471805599453,2,0,2.2300442337535458,9,0,False,False,0,0,False,False,True,True,False,True,1
1,5.6,13,2.0794415416798357,1,0,5.652057787446792,3,256,True,False,1,1,False,False,True,True,False,False,1
1,7.23,1,0.6931471805599453,3,1,2.464370833869774,7,0,False,False,0,0,False,True,True,True,False,False,1
0,11.0,1,0.6931471805599453,1,0,2.3897522695111855,6,0,False,False,0,0,False,False,True,False,False,False,1
1,12.9,27,1.0986122886681096,2,1,4.203305884760808,6,139,False,False,0,0,False,False,False,True,True,True,1
2,14.22,25,1.0986122886681096,4,0,3.6583952589640907,7,313,False,False,0,1,True,True,True,False,False,True,1
0,9.5,8,1.0986122886681096,1,0,3.0788373693481876,9,217,True,False,0,0,True,False,True,False,False,False,1
0,7.23,25,0.6931471805599453,3,0,2.011981085008913,7,0,False,False,0,0,False,True,True,True,False,False,1
0,9.5,27,1.6094379124341003,2,0,3.860796319372416,6,269,False,False,0,0,False,False,True,False,True,False,1
1,9.0,4,0.6931471805599453,2,0,3.069172277530981,10,0,True,True,0,0,False,False,False,False,False,False,1
0,9.0,1,0.6931471805599453,2,0,3.090369703585299,6,0,False,True,0,0,False,False,False,False,True,False,1
2,14.0,15,1.0986122886681096,5,2,4.356192358781936,10,200,False,False,0,0,False,False,True,True,True,True,1
0,9.4,1,0.6931471805599453,1,0,2.470900445089794,1,0,False,False,0,0,False,False,True,False,False,True,1
2,12.19,13,0.6931471805599453,2,2,3.767293754710548,6,0,False,False,0,0,False,False,True,True,False,True,1
0,19.3,3,1.0986122886681096,4,0,3.9484696630806293,3,137,False,False,0,0,True,True,False,False,False,True,0
1,8.56,4,0.6931471805599453,2,0,3.6140213676361554,9,0,False,False,0,0,False,False,True,True,False,False,1
2,13.5,15,0.6931471805599453,5,0,3.3958983308067054,8,82,False,False,1,1,False,True,True,True,False,True,1
0,12.0,17,1.791759469228055,2,0,3.935451428997007,10,340,False,False,0,0,False,False,True,False,True,False,1
0,6.5,30,5.834810737062605,1,0,8.274917454676896,5,1451,True,False,0,0,False,False,False,True,False,False,1
2,11.96,30,0.6931471805599453,5,2,2.551163247558474,4,0,False,False,0,0,False,True,True,True,False,True,1
1,7.83,26,0.6931471805599453,4,0,3.3958983308067054,1,18,False,False,0,0,False,False,True,True,True,True,1
2,9.31,25,0.6931471805599453,3,0,3.3958983308067054,7,264,False,False,0,0,False,True,True,True,False,True,1
0,9.5,12,0.6931471805599453,1,0,2.2950154387378445,6,0,False,False,0,0,False,False,True,False,False,False,1
0,8.36,8,0.6931471805599453,4,0,3.3958983308067054,1,69,False,False,0,0,False,False,True,True,True,True,1
1,12.18,29,0.6931471805599453,3,0,3.0619435953618406,4,0,False,False,0,0,False,True,True,False,False,True,1
0,5.79,24,0.6931471805599453,4,0,3.23705457271846,1,0,False,False,0,0,False,False,True,False,True,True,1
1,8.2,24,0.6931471805599453,3,0,2.444633590864553,3,0,False,False,0,0,False,False,False,True,False,True,0
1,11.19,6,0.6931471805599453,3,1,3.7033147477010613,8,0,False,True,0,0,False,True,False,True,False,True,1
0,15.03,9,0.6931471805599453,3,0,3.3958983308067054,7,197,False,False,0,0,False,False,True,False,False,True,0
0,15.03,21,0.6931471805599453,4,0,2.5431000572641054,8,0,False,False,0,0,False,True,True,False,False,True,0
0,10.0,16,1.0986122886681096,3,0,3.062503366004053,6,91,False,False,0,0,False,True,True,True,False,False,1
1,10.71,29,1.0986122886681096,3,0,3.9212537777094774,3,199,False,False,0,0,False,True,True,False,False,True,1
0,12.9,1,0.6931471805599453,4,0,3.3958983308067054,5,148,False,False,0,0,False,False,True,True,True,True,1
0,9.64,5,0.6931471805599453,3,0,3.3958983308067054,8,230,False,False,0,0,False,True,True,True,False,True,1
0,8.0,30,1.3862943611198906,5,0,3.953626443833131,4,234,False,False,0,0,False,False,True,True,True,False,1
0,7.1,4,0.6931471805599453,2,0,3.163027351129729,1,0,False,True,0,0,True,False,False,False,True,False,1
1,10.08,28,1.0986122886681096,4,0,3.3449543594748876,4,152,False,True,0,0,False,False,False,True,True,True,1
0,12.0,17,0.6931471805599453,2,0,3.3958983308067054,6,288,False,False,0,0,False,False,True,True,False,False,1
0,8.25,3,0.6931471805599453,3,0,3.7238624021502806,7,0,False,True,0,0,False,True,False,False,False,False,1
2,14.22,30,1.0986122886681096,3,2,4.438912978879903,7,141,False,True,0,0,False,False,False,True,False,True,1
0,9.5,17,0.6931471805599453,1,0,3.3958983308067054,10,179,False,False,0,0,False,False,True,False,False,False,1
3,13.23,12,1.0986122886681096,2,3,3.7714670054956256,10,232,False,True,0,1,False,False,False,True,False,True,1
2,11.7,1,0.6931471805599453,4,0,3.3958983308067054,9,46,False,False,0,0,False,False,True,True,True,True,1
2,12.33,1,0.6931471805599453,4,0,3.3958983308067054,3,71,False,False,0,0,False,True,True,False,False,True,1
2,9.0,28,0.6931471805599453,2,1,3.5365666064812222,10,0,False,False,0,0,False,False,True,True,False,False,1
0,12.0,31,1.3862943611198906,1,0,3.2551672596769174,10,147,False,False,0,0,False,False,True,True,False,False,1
0,10.7,27,0.6931471805599453,2,0,2.9153936862207646,6,0,False,False,0,0,False,False,True,False,False,True,1
2,15.21,1,0.6931471805599453,4,2,3.677694943943348,9,0,False,False,0,0,True,True,True,False,False,True,1
1,11.15,25,0.6931471805599453,2,1,2.476153154816564,5,0,False,False,0,0,False,False,False,True,False,False,1
1,13.77,4,0.6931471805599453,4,0,3.3958983308067054,7,36,False,False,0,0,False,True,True,False,False,True,1
1,13.23,18,0.6931471805599453,4,0,3.1292782929482117,9,0,False,False,0,0,False,False,True,True,True,True,1
1,12.76,29,0.6931471805599453,3,0,3.3958983308067054,8,101,False,False,0,0,False,True,True,False,False,True,1
0,8.0,31,0.6931471805599453,2,0,3.3958983308067054,5,17,False,False,0,0,False,False,False,True,False,False,1
1,11.5,21,0.6931471805599453,2,0,2.540955978669101,6,0,False,False,0,0,False,False,True,True,False,False,0
1,9.64,29,0.6931471805599453,3,0,2.510976940232469,7,0,False,True,0,0,True,True,False,False,False,True,1
2,18.61,31,0.6931471805599453,3,0,2.544801506476383,5,0,False,False,0,0,False,False,True,False,False,True,1
0,12.9,4,0.6931471805599453,3,0,3.3958983308067054,5,82,False,False,0,0,False,False,True,True,True,True,1
0,6.5,23,1.3862943611198906,1,0,3.532750843861401,7,138,True,False,0,0,False,False,True,True,False,False,1
2,8.9,4,0.6931471805599453,3,0,3.3958983308067054,9,43,False,False,0,0,True,False,True,False,True,True,1
0,9.31,15,0.6931471805599453,4,0,3.4930099820391507,1,0,False,True,0,0,False,True,False,True,False,True,1
2,12.77,10,0.6931471805599453,2,3,3.1043530800617893,10,0,False,False,0,0,True,False,True,False,False,True,1
0,12.27,1,1.0986122886681096,3,0,3.474674526519013,4,176,False,False,0,0,False,True,True,True,False,True,1
1,10.64,29,0.6931471805599453,5,1,1.9914365304742532,10,0,False,False,0,0,False,True,True,True,False,True,1
1,10.92,31,0.6931471805599453,2,1,2.7639245015749014,3,0,False,False,0,0,False,False,True,False,False,False,1
0,12.0,28,1.791759469228055,2,0,4.437756731589293,6,66,False,False,0,0,False,False,True,True,False,False,1
1,9.31,20,1.0986122886681096,3,0,3.5005555915562616,1,237,False,False,0,0,False,True,True,False,False,True,1
1,11.73,29,1.0986122886681096,4,0,3.9287975296912165,5,140,False,False,0,0,True,False,True,False,True,True,1
4,15.57,8,1.0986122886681096,3,0,3.585794076674845,9,261,False,False,0,0,False,True,True,False,False,True,1
1,8.9,17,1.6094379124341003,2,3,4.590335810291187,4,330,False,True,0,0,True,False,False,False,False,True,1
0,7.17,4,0.6931471805599453,2,0,3.3958983308067054,1,17,False,False,0,0,False,False,True,True,True,True,1
0,6.5,17,0.6931471805599453,3,0,3.626730232582639,1,0,True,True,0,0,False,False,False,True,True,False,1
0,8.81,10,1.9459101490553132,2,0,5.399315631682352,3,406,True,True,1,1,False,False,False,True,True,False,1
0,6.5,24,0.6931471805599453,2,0,3.3958983308067054,3,29,False,False,1,1,False,False,True,False,True,False,1
0,12.0,23,1.791759469228055,2,0,4.405400027449352,6,280,False,False,0,0,True,False,False,False,True,False,1
0,7.16,16,0.6931471805599453,4,0,3.3958983308067054,1,63,False,False,0,0,False,False,True,False,True,True,1
3,17.73,10,1.0986122886681096,4,0,3.5516048364804305,6,222,False,False,1,1,False,False,True,True,False,True,1
0,7.0,6,1.0986122886681096,3,0,4.167221813869596,4,204,False,False,0,0,False,True,True,False,False,True,1
0,7.23,8,0.6931471805599453,3,1,2.21680910389833,8,0,False,False,0,0,False,True,False,True,False,False,1
3,11.37,18,0.6931471805599453,4,1,3.329729287636297,7,0,False,False,0,0,True,True,True,False,False,True,1
0,10.77,8,0.6931471805599453,2,0,3.3958983308067054,3,75,False,False,0,0,False,False,False,True,False,True,1
1,0.5999999999999996,1,0.6931471805599453,3,0,2.29365176503182,1,0,False,False,0,0,True,True,False,False,False,True,1
0,9.7,19,0.6931471805599453,1,0,2.554704199731822,1,0,True,False,0,0,False,False,True,False,False,False,1
1,16.84,5,0.6931471805599453,3,0,3.3958983308067054,9,226,False,False,0,0,False,False,True,True,False,True,1
0,5.6,8,0.6931471805599453,1,0,3.3958983308067054,3,32,False,True,0,0,True,False,False,False,False,False,1
0,12.69,26,1.0986122886681096,2,0,3.82898480454158,9,205,False,False,0,0,False,False,False,False,False,True,0
2,8.56,30,0.6931471805599453,2,1,2.2084818696764628,7,0,False,False,0,0,False,False,False,False,False,True,1
2,16.11,28,0.6931471805599453,2,0,2.38875755593584,10,0,False,False,0,0,False,False,True,False,False,True,1
1,11.21,18,0.6931471805599453,4,0,3.3958983308067054,5,150,False,True,0,0,True,False,False,False,True,True,1
2,13.5,11,1.0986122886681096,3,2,4.134951928225356,10,173,False,False,0,0,False,False,True,True,False,True,1
1,12.9,12,0.6931471805599453,6,0,3.3958983308067054,8,204,False,False,0,0,False,False,True,True,True,True,1
0,7.62,30,0.6931471805599453,1,0,2.689370445706233,1,0,False,False,0,0,False,False,True,True,False,True,1
1,13.74,4,0.6931471805599453,3,0,3.3958983308067054,5,450,False,False,0,0,True,False,True,False,False,True,1
0,12.6,30,0.6931471805599453,3,0,2.5313923459259184,8,0,False,True,0,0,True,True,False,False,False,True,1
1,11.18,22,0.6931471805599453,4,3,2.3967295078383857,3,0,False,True,0,0,False,False,False,True,False,True,1
0,8.1,28,0.6931471805599453,2,0,3.597119114312432,1,0,False,False,0,0,True,False,True,False,False,True,1
0,11.43,12,0.6931471805599453,2,0,3.3958983308067054,7,421,False,False,0,0,False,False,True,True,False,True,0
0,7.23,27,0.6931471805599453,2,0,3.274054824110728,8,0,False,False,0,0,False,False,True,True,False,False,1
0,12.9,1,0.6931471805599453,4,0,3.3958983308067054,10,82,False,False,0,0,True,False,True,False,True,True,1
2,10.53,29,0.6931471805599453,4,0,3.3958983308067054,7,2,False,False,0,0,False,False,True,True,True,True,1
1,8.49,30,0.6931471805599453,5,0,3.3958983308067054,8,237,False,False,0,0,False,True,True,True,False,True,1
0,7.299999999999999,12,0.6931471805599453,2,0,3.174029008181405,5,0,False,False,0,1,False,False,True,False,False,False,1
0,8.0,30,0.6931471805599453,3,0,2.449582245078947,10,0,False,False,0,0,False,False,False,True,True,False,1
1,8.08,30,0.6931471805599453,2,0,3.7900068398849043,5,0,False,False,0,0,False,False,True,True,False,False,1
0,9.99,31,0.6931471805599453,1,0,2.3714413817112607,7,0,False,False,0,0,True,False,True,False,False,True,1
0,8.9,25,0.6931471805599453,1,0,2.449399611131856,3,0,True,False,0,0,False,False,False,False,False,False,1
1,11.61,15,0.6931471805599453,4,0,3.3958983308067054,5,251,False,False,0,0,False,False,False,True,True,True,1
1,15.41,29,1.0986122886681096,2,0,4.343268791380326,8,243,False,False,0,0,False,False,True,False,False,True,1
0,12.0,3,0.6931471805599453,3,0,2.1178117927110622,6,0,False,True,0,0,False,False,False,True,True,False,1
0,9.31,21,1.0986122886681096,3,0,3.781000249214484,1,44,False,False,0,0,False,True,True,True,False,True,1
1,9.7,19,0.6931471805599453,3,0,3.3958983308067054,6,167,False,False,0,0,False,True,True,True,False,True,1
0,8.18,29,1.0986122886681096,3,0,4.048075302587442,5,345,False,False,0,0,False,True,True,True,False,False,1
2,8.08,25,1.0986122886681096,2,1,4.121221981010451,8,106,False,False,0,0,False,False,True,True,False,False,1
0,16.0,31,1.0986122886681096,4,0,3.9622750181341426,5,144,False,False,0,0,False,False,True,True,True,False,1
0,7.8,10,0.6931471805599453,2,0,1.8729203255425615,9,0,False,False,0,0,False,False,True,True,False,False,1
0,12.33,29,1.3862943611198906,2,0,4.109896821022377,9,130,False,True,0,0,False,False,False,True,False,True,0
0,7.5,30,0.6931471805599453,5,0,2.3410123198780366,1,0,False,False,0,0,False,False,True,True,True,True,1
1,8.5,29,0.6931471805599453,2,0,3.3958983308067054,8,202,False,False,0,0,False,False,False,True,False,False,1
1,20.11,30,0.6931471805599453,4,0,4.075758133215234,8,0,False,False,0,0,False,False,False,False,False,True,1
1,19.4,26,0.6931471805599453,2,0,3.5702699608035817,9,0,False,False,0,0,False,False,False,False,False,True,1
1,15.73,19,0.6931471805599453,2,0,2.1546705844875667,6,0,False,False,0,0,False,False,True,True,False,True,1
2,15.6,1,0.6931471805599453,4,0,3.3958983308067054,4,185,False,False,1,1,False,True,True,False,False,True,1
0,6.6,27,1.3862943611198906,3,0,3.8722358738181577,1,235,True,False,0,0,False,False,False,True,True,False,1
0,8.0,22,0.6931471805599453,1,0,3.3958983308067054,1,158,False,True,0,0,False,False,False,True,False,False,1
0,10.0,25,1.0986122886681096,3,0,4.254379199634661,8,227,False,False,0,0,True,True,True,False,False,False,1
0,6.75,3,0.6931471805599453,2,0,2.3127238182006287,1,0,False,False,0,0,False,False,True,False,False,True,1
0,9.5,1,0.6931471805599453,3,0,3.3958983308067054,6,332,False,False,0,0,False,False,True,True,True,False,1
0,10.9,14,1.0986122886681096,4,0,3.809246139401683,1,323,False,True,0,0,False,True,False,True,False,True,1
2,8.9,5,0.6931471805599453,2,0,3.3958983308067054,9,70,False,True,0,0,True,False,False,False,False,True,1
2,14.45,12,1.3862943611198906,2,2,4.158874229476531,7,210,False,False,0,0,False,False,True,True,False,True,1
0,11.0,17,1.0986122886681096,1,0,3.5596637835459966,10,147,True,False,0,0,False,False,False,False,False,False,1
1,14.1,24,0.6931471805599453,2,0,3.3958983308067054,6,306,False,True,0,0,False,False,False,True,False,True,1
1,9.95,14,1.0986122886681096,3,0,2.8663000144794086,3,145,False,False,0,0,True,True,True,False,False,True,1
1,11.43,28,1.0986122886681096,3,0,3.8654117806273103,7,117,False,False,0,0,True,True,True,False,False,True,1
1,8.05,4,0.6931471805599453,2,0,2.3933635000937024,10,0,False,False,0,0,True,False,True,False,True,True,1
1,9.64,24,0.6931471805599453,2,1,3.32969895025093,4,0,False,False,0,0,False,False,True,True,False,True,1
1,24.85,10,0.6931471805599453,6,0,3.605629986318535,9,0,False,False,0,0,False,True,False,False,False,True,1
0,10.53,4,1.0986122886681096,3,0,3.817429547383517,7,236,False,True,0,0,True,True,False,False,False,True,1
0,6.1,28,0.6931471805599453,6,0,3.3958983308067054,1,69,False,False,0,0,False,False,True,False,True,False,0
0,8.9,28,1.0986122886681096,3,0,3.5911287769427718,3,124,True,False,0,0,False,False,True,True,True,False,1
2,8.95,28,0.6931471805599453,3,0,3.3958983308067054,10,139,False,False,0,0,True,True,True,False,False,True,1
0,12.69,1,1.0986122886681096,3,0,2.967572042103336,5,99,False,False,0,0,False,False,True,False,False,True,0
1,9.1,12,0.6931471805599453,2,0,3.3958983308067054,10,189,False,False,0,0,False,False,True,False,False,True,1
1,6.5,10,3.091042453358316,2,1,6.090884870861688,6,708,True,False,0,0,False,False,True,True,True,False,1
0,9.64,3,0.6931471805599453,3,0,2.3759143675650414,6,0,False,False,0,0,False,True,True,True,False,False,1
1,13.6,21,0.6931471805599453,2,0,3.3958983308067054,4,19,False,False,0,0,False,False,False,True,False,True,1
1,7.2,4,0.6931471805599453,3,0,2.4372231176651695,1,0,False,True,0,0,False,True,False,False,False,True,1
0,9.31,26,1.3862943611198906,3,0,3.916976487119918,1,234,False,False,0,0,True,True,True,False,False,True,1
0,10.4,15,0.6931471805599453,2,0,2.5000721183500847,4,0,False,False,0,0,False,False,True,True,False,False,1
3,9.81,4,0.6931471805599453,2,0,3.4563327488263242,9,0,False,False,0,0,False,False,True,False,False,True,1
1,8.25,1,0.6931471805599453,2,0,3.5560757092823434,4,0,False,False,0,0,False,False,True,True,False,True,1
1,11.07,28,0.6931471805599453,4,0,2.3516491553400485,6,0,False,False,1,1,True,False,True,False,True,True,1
0,6.0,15,1.0986122886681096,4,0,3.7514146767946093,3,178,False,False,0,1,False,False,True,False,True,False,1
0,8.1,27,0.6931471805599453,2,0,3.3958983308067054,1,473,False,False,0,0,False,False,True,True,False,True,1
1,9.9,28,1.3862943611198906,1,0,4.477860898147688,10,257,False,False,0,0,False,False,True,True,False,True,1
0,9.5,20,2.302585092994046,1,0,4.887557104738951,10,385,True,False,0,0,False,False,True,True,False,False,1
0,9.69,12,1.0986122886681096,3,0,4.353819944947781,8,198,False,True,0,0,False,False,False,True,False,False,1
1,9.1,3,0.6931471805599453,3,0,3.3958983308067054,6,190,False,False,0,0,False,True,True,True,False,True,1
0,11.16,26,0.6931471805599453,5,0,3.3990518820228113,8,0,False,False,0,0,False,True,False,True,False,False,1
0,13.0,30,1.6094379124341003,2,0,3.451490389369176,5,184,True,False,0,0,False,False,True,True,True,False,1
0,10.4,8,1.0986122886681096,3,0,4.0416207287889705,4,142,False,False,0,0,False,True,True,False,False,False,1
1,14.49,3,0.6931471805599453,3,0,3.3958983308067054,8,335,False,False,0,0,False,True,True,False,False,True,1
2,11.61,15,0.6931471805599453,3,0,3.1844109580890985,6,0,False,True,0,0,False,True,False,True,False,True,1
2,10.52,30,0.6931471805599453,4,0,3.73292452358678,5,0,False,False,0,1,False,True,True,True,False,True,1
0,11.25,24,1.6094379124341003,1,0,4.474163438264483,3,147,False,True,0,0,False,False,False,True,False,True,0
0,16.0,29,0.6931471805599453,4,0,3.3958983308067054,5,73,False,False,0,0,False,False,False,True,True,False,1
1,12.9,30,0.6931471805599453,3,0,1.8129767492283873,10,0,False,False,0,0,False,True,True,True,False,True,1
0,12.97,8,0.6931471805599453,5,0,3.3958983308067054,9,7,False,False,0,0,False,False,True,False,True,True,1
1,6.66,6,0.6931471805599453,1,0,3.3958983308067054,1,516,False,False,0,0,True,False,True,False,False,True,1
1,5.66,1,1.0986122886681096,2,0,3.70589203252606,3,121,False,True,0,0,False,False,False,False,False,True,1
0,9.6,1,0.6931471805599453,2,0,2.716810927256382,4,0,False,False,0,0,False,False,False,True,False,False,1
1,6.6,18,4.543294782270004,3,0,7.967116217118449,3,1332,True,True,0,0,False,False,False,False,True,False,1
0,12.55,1,0.6931471805599453,3,0,3.0021923540070197,4,0,False,False,0,0,False,False,True,True,False,True,1
0,8.0,3,1.0986122886681096,1,0,3.288208565720572,1,76,True,False,0,0,False,False,True,False,False,False,1
0,12.0,28,0.6931471805599453,3,0,3.3125587270422816,6,0,False,False,0,0,False,True,False,True,False,False,0
2,17.0,4,1.0986122886681096,3,2,3.127601895549585,8,120,False,False,0,0,False,True,True,True,False,True,1
1,6.59,30,0.6931471805599453,3,0,3.032850226681078,4,0,False,False,0,0,False,True,True,True,False,True,1
0,10.98,29,0.6931471805599453,4,0,3.4280709304435146,8,0,False,False,0,0,False,True,True,False,False,True,1
1,10.9,3,0.6931471805599453,1,0,2.31611151896936,6,0,False,False,0,0,False,False,True,True,False,True,1
0,11.2,29,0.6931471805599453,1,0,3.3958983308067054,5,60,False,False,0,0,False,False,True,True,False,False,1
0,11.0,20,0.6931471805599453,3,0,2.541984877475427,10,0,False,False,0,0,False,True,True,True,False,False,0
1,4.5,19,3.7612001156935624,1,1,6.253670871503849,1,986,False,False,0,0,False,False,True,True,False,False,1
1,8.25,19,0.6931471805599453,4,1,3.141144456493989,3,0,False,False,0,0,False,False,True,False,True,True,1
0,7.6,28,0.6931471805599453,1,0,3.3958983308067054,3,224,True,True,0,0,False,False,False,False,False,False,1
2,9.95,17,0.6931471805599453,3,0,3.3958983308067054,7,230,False,False,0,0,True,True,False,False,False,True,1
0,7.299999999999999,3,0.6931471805599453,2,0,3.3958983308067054,10,141,False,False,0,0,False,False,True,True,False,False,1
0,15.1,15,1.0986122886681096,4,0,4.465549994354307,8,200,False,True,0,0,False,False,False,True,True,True,0
0,13.0,22,1.0986122886681096,3,0,3.267306224668484,5,155,True,False,0,0,False,False,True,False,True,False,1
1,12.51,22,0.6931471805599453,3,0,3.3958983308067054,8,233,False,False,0,0,False,False,True,True,False,True,0
0,11.0,4,0.6931471805599453,2,0,3.0743516503220993,6,0,False,False,0,0,False,False,True,True,True,False,1
0,9.0,3,0.6931471805599453,1,0,3.3958983308067054,6,83,False,False,0,0,True,False,True,False,False,False,1
0,10.81,5,0.6931471805599453,3,0,2.896006692163244,10,0,False,True,0,0,False,True,False,True,False,True,1
0,5.8,19,1.3862943611198906,3,0,3.9579776223778524,3,195,False,False,0,0,False,True,True,True,False,False,1
1,11.43,22,0.6931471805599453,4,0,3.0429103979476277,7,0,False,False,0,0,False,False,True,True,True,True,1
0,9.54,31,1.3862943611198906,2,0,4.302775386452038,3,220,False,False,0,0,False,False,True,True,False,True,1
4,12.95,13,0.6931471805599453,3,3,2.6228830177358384,3,0,False,False,0,0,True,False,True,False,False,True,1
0,9.9,10,0.6931471805599453,3,0,3.3958983308067054,9,321,False,False,0,0,True,False,True,False,True,False,1
2,9.1,19,0.6931471805599453,3,0,3.3958983308067054,10,43,False,False,0,0,False,True,True,True,False,True,1
1,6.9,3,3.367295829986474,3,0,5.699018904353375,5,104,True,False,1,1,True,False,True,False,True,False,1
0,8.0,20,1.0986122886681096,2,0,3.808382969809433,8,200,False,False,0,0,False,False,True,True,True,False,1
1,8.7,3,0.6931471805599453,3,0,3.2926460685848316,1,0,False,False,0,0,False,True,True,True,False,False,1
0,7.0,5,0.6931471805599453,3,0,3.3958983308067054,10,126,False,False,0,0,True,True,False,False,False,False,1
1,9.64,29,0.6931471805599453,3,0,3.429997686341766,4,0,False,False,0,0,False,True,False,True,False,True,1
1,8.1,26,0.6931471805599453,2,0,2.3117128176368578,1,0,False,False,0,0,False,False,True,True,False,True,1
2,22.0,26,0.6931471805599453,5,0,3.3958983308067054,6,101,False,False,1,1,True,True,True,False,False,True,1
0,12.0,20,0.6931471805599453,2,0,3.3958983308067054,6,97,False,False,0,0,False,False,True,True,True,False,0
1,6.5,29,3.58351893845611,3,0,6.7303458919104635,7,758,True,False,0,0,False,False,True,False,True,False,1
1,11.79,15,0.6931471805599453,2,0,3.3958983308067054,8,317,False,False,0,0,False,False,True,False,False,True,1
0,7.1,28,0.6931471805599453,3,0,3.3958983308067054,4,260,False,True,0,0,False,True,False,False,False,False,1
1,10.9,12,0.6931471805599453,3,0,3.3958983308067054,6,571,False,True,0,0,True,True,False,False,False,True,1
0,6.5,3,1.791759469228055,1,0,4.793441322171631,6,317,True,True,0,0,False,False,False,True,False,False,1
0,16.86,1,0.6931471805599453,5,0,3.3958983308067054,7,211,False,False,0,0,False,False,False,True,True,True,1
